permit_number,permit_type,description,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days,address,latitude,longitude
20000111784,additions alterations or repairs,"change theatre to ofice on ground floor, ground floor to become two levels, 2nd & 3rd office use",2000-01-11,2000-03-06,2001-06-05,2002-03-06,600000,600000,theater,office,constr_type_1,North Beach,94133,762260347039,San Francisco,CA,TRUE,0,2000,Mar,2001,Jun,456,1,55,730,"299 Bay St,San Francisco,CA,94133",37.805763,-122.41178
200007124905,additions alterations or repairs,"construct bedrooms, bathrooms,electrical,hyac,plumbing,kitchen.",2000-07-12,2000-09-18,2001-09-14,2002-09-18,590000,590000,office,apartments,constr_type_2,Tenderloin,94102,823679376791,San Francisco,CA,TRUE,0,2000,Sep,2001,Sep,361,1,68,730,"260 Golden Gate Av,San Francisco,CA,94102",37.78202815,-122.41502833749999
201704174154,otc alterations permit,"g/f- cafe at ground fl. new interior partitions, doors, interior glazing, gyp. bd. and acoustic ceilings for restaurant a-2 use at g/f. mep, fire sprinkler and fire alarm under seperate permit. n/a ordinance #155-13  communicating openings between lot 6 and lot 7 ref pa 201705015330. maher na",2017-04-17,2017-07-20,2018-04-30,2020-07-04,587525,587525,office,food/beverage hndlng,constr_type_1,Financial District/South Beach,94105,1467366164604,San Francisco,CA,TRUE,0,2017,Jul,2018,Apr,284,1,94,1080,"1 Market St,San Francisco,CA,94105",37.79381995,-122.39481441121336
200805142042,additions alterations or repairs,"tenant improvement in (e) shell-full service restaurant. new handicap entry (per ada requirements), bar with counters, shelves and sink. 2 handicap bathrooms, new kitchen with type 1 hood",2008-05-14,2008-07-03,2008-12-22,2010-07-03,580000,580000,retail sales,food/beverage hndlng,constr_type_3,Japantown,94115,113584879145,San Francisco,CA,TRUE,0,2008,Jul,2008,Dec,172,0,50,730,"1700 Fillmore St,San Francisco,CA,94115",37.785374250000004,-122.43284915057669
201103101803,otc alterations permit,"4th floor-demolition of (e) non structural partitions & ceiling, new interior construction including partitions, millwork, plumbing, doors, hard lid, finished ceiling, lighting & finishes. mechanical, electrical & plumbing under separate permit. change of use from offices to classrooms.",2011-03-10,2011-04-21,2012-02-08,2014-04-05,575000,575000,office,school,constr_type_1,Financial District/South Beach,94105,1235541164629,San Francisco,CA,TRUE,0,2011,Apr,2012,Feb,293,1,42,1080,"101 Spear St,San Francisco,CA,94105",37.7925915,-122.3930383
201805108774,additions alterations or repairs,ground floor. t.i. for new general office. new restrooms & janitor closet. m.e.p & fire life safety done under separate permit (deferred).** maher: n/a **,2018-05-10,2018-11-13,2020-01-17,2021-10-28,574059,574059,retail sales,office,constr_type_1,Chinatown,94111,150761362300,San Francisco,CA,TRUE,0,2018,Nov,2020,Jan,430,2,187,1080,"655 Montgomery St,San Francisco,CA,94111",37.7951935,-122.40335275000001
201403191148,otc alterations permit,"t.i. for new coffee cafe. work includes new partitions, fixtures, finishes, equipment mep. no exterior work. fire protection under seperate permit.",2014-03-19,2014-04-08,2015-10-20,2017-03-23,573000,573000,retail sales,food/beverage hndlng,constr_type_3,Financial District/South Beach,94104,1335945359415,San Francisco,CA,TRUE,0,2014,Apr,2015,Oct,560,1,20,1080,"564 Market St,San Francisco,CA,94104",37.78982523477152,-122.40043052922007
201404153303,additions alterations or repairs,"interior remodel of portion of basemt,main & 2/f in an(e)15 story bldg. basemt:conversion of 166sf(e)office to fitness & remodel of 3266 sq ft (e)fitness space.includes hvac upgrade/lighting replacement/finishes. main floor: replace flooring. 2nd  floor:add office rm/new ceiling/lighting/",2014-04-15,2014-06-20,2015-01-08,2017-06-04,571000,571000,office,health studios & gym,constr_type_1,Financial District/South Beach,94111,133873463367,San Francisco,CA,TRUE,0,2014,Jun,2015,Jan,202,1,66,1080,"100 California St,San Francisco,CA,94111",37.793571,-122.397778
201203135987,additions alterations or repairs,indicator piles for site permit #2012-0207-3728,2012-03-13,2012-03-26,2015-09-09,2015-03-11,567000,567000,vacant lot,apartments,constr_type_3,Mission Bay,94158,1264739484790,San Francisco,CA,TRUE,0,2012,Mar,2015,Sep,1262,3,13,1080,"1200 4th St,San Francisco,CA,94158",37.7725857,-122.3914906
200606133867,additions alterations or repairs,"extending to rear of yard by 14' - 4 1/2"" plus addition of 2 stories over (e) to create a new unit.",2006-06-13,2008-10-06,2011-04-26,2011-09-21,560250,560250,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94118,1056203107579,San Francisco,CA,TRUE,0,2008,Oct,2011,Apr,932,3,846,1080,"676 16th Av,San Francisco,CA,94118",37.775368224489796,-122.47461726530612
200810164336,additions alterations or repairs,"add 2 new floors to building, 3 new residential units. replace existing staircases and elevator. new sprinkler system throughtout.",2008-10-16,2011-02-09,2012-07-02,2014-01-24,550000,1014657.9,retail sales,apartments,constr_type_3,South of Market,94103,1153637165232,San Francisco,CA,TRUE,464657.9,2011,Feb,2012,Jul,509,1,846,1080,"209 9th St,San Francisco,CA,94103",37.7748809,-122.4127786
201312184521,additions alterations or repairs,"t.i of (e) structure consisting of new finishes throughout & upgrading plumbing, mechanical & electrical systems for proposed use & addition of an elevator for accessibility to all levels. existing storefront door to be removed and relocated",2013-12-18,2014-08-13,2015-04-20,2017-07-28,550000,1224600,retail sales,food/beverage hndlng,wood_frame_5,Financial District/South Beach,94108,132751167150,San Francisco,CA,TRUE,674600,2014,Aug,2015,Apr,250,1,238,1080,"441 Sutter St,San Francisco,CA,94108",37.7892272,-122.4077251
201409307637,additions alterations or repairs,"change of use to a-2. tenant improvement for full service restaurant. work to include ada bathrooms, ada entries, new storefront windows, kitchen, bar seating area at ground floor and construction of apprx 525 sf storage mezzanine.n/a for maher ordinance.",2014-09-30,2015-01-26,2016-10-26,2018-01-10,550000,550000,office,food/beverage hndlng,constr_type_3,Hayes Valley,94102,135722282623,San Francisco,CA,TRUE,0,2015,Jan,2016,Oct,639,1,118,1080,"149 Fell St,San Francisco,CA,94102",37.7760022,-122.4203132
201710100775,otc alterations permit,ti. change of use from retail to dental clinic. remodel of previously finished-out space within existing building. new finish-out to be used as dental care facility. modifications to the (e) conditions & extension of(e) utilities. install new elevator and shaft under separate permit# 2017-1010-0784.,2017-10-10,2017-12-05,2018-05-29,2020-11-19,550000,700000,retail sales,clinics-medic/dental,wood_frame_5,Mission,94110,1482717163317,San Francisco,CA,TRUE,150000,2017,Dec,2018,May,175,1,56,1080,"2630 Mission St,San Francisco,CA,94110",37.754893510204084,-122.41879989795919
201710161348,otc alterations permit,"1/f #b3- 1st time t.i. for new restaurant in a new construction bldg. work to include new partitions, counter seating, take out window, walk-in refrig., storage area, commercial kitchen, title 24, mechanical. signage under separate permit. n/a ordinance #155-13",2017-10-16,2018-03-29,2018-10-26,2021-03-13,550000,600000,vacant lot,food/beverage hndlng,constr_type_1,South of Market,94103,1483514504576,San Francisco,CA,TRUE,50000,2018,Mar,2018,Oct,211,0,164,1080,"855 Brannan St,San Francisco,CA,94103",37.7718450631991,-122.40458335910657
201803153757,otc alterations permit,"general renovation of finishes, lighting addition of new reception and seating staircase between 1"" and 2nd fllor - mep defered  maher na. assembly & storage area under separate permit.",2018-03-15,2018-04-04,2018-10-10,2021-03-19,550000,765000,school,office,constr_type_3,Financial District/South Beach,94107,1500594361797,San Francisco,CA,TRUE,215000,2018,Apr,2018,Oct,189,0,20,1080,"450 Bryant St,San Francisco,CA,94107",37.782141625,-122.39495116666667
9807421S,additions alterations or repairs,horizontal addition,1998-04-28,1999-08-05,2000-11-17,2001-08-05,550000,820000,"warehouse,no frnitur",apartments,wood_frame_5,Hayes Valley,94102,66651781746,San Francisco,CA,TRUE,270000,1999,Aug,2000,Nov,470,1,464,731,"419 Fulton St,San Francisco,CA,94102",37.77847515,-122.42381647735883
200312081771,additions alterations or repairs,raise (e)  structure. remodel (e) home & add 2 floors below with 2 car garage & one unit on floors 1,2003-12-08,2004-10-08,2005-09-30,2006-10-08,550000,550000,1 family dwelling,apartments,wood_frame_5,Castro/Upper Market,94114,964748140734,San Francisco,CA,TRUE,0,2004,Oct,2005,Sep,357,1,305,730,"58 Collingwood St,San Francisco,CA,94114",37.7614781,-122.43642928638641
200411169328,additions alterations or repairs,"horizontal & vertical addition to (e) single family residence & commercial space to convert bldg into a 3 unit residential bldg consists of each unit to have living room, dining room, kitchen, 2 bedrooms, study room and 2 bathrooms. 3 parking spaces are located in the basement.",2004-11-16,2007-04-19,2009-04-23,2009-04-19,550000,819000,1 family dwelling,apartments,wood_frame_5,Sunset/Parkside,94122,999040122025,San Francisco,CA,TRUE,269000,2007,Apr,2009,Apr,735,2,884,731,"1783 32nd Av,San Francisco,CA,94122",37.75401032653061,-122.49053193877552
201311262913,additions alterations or repairs,"tenant improvement to create a new 2972 sf restaurant within an existing building. occupancy class to be changed from m to a-2. restaurant will include dining areas kitchen, bar, and restroom. no additions or alterations to exterior of existing building. sprinkler, life safety on separate permit",2013-11-26,2014-03-20,2014-07-07,2017-03-04,531760,531760,retail sales,food/beverage hndlng,constr_type_1,Hayes Valley,94102,1325469474359,San Francisco,CA,TRUE,0,2014,Mar,2014,Jul,109,0,114,1080,"300 Ivy St,San Francisco,CA,94102",37.777599,-122.423625
201706129005,additions alterations or repairs,demolition of existing interior walls & ceiling. remove plumbing & electrical fixtures 1st floor new dental office.,2017-06-12,2017-06-26,2018-07-02,2020-06-10,524000,524000,office,clinics-medic/dental,constr_type_1,Financial District/South Beach,94105,1466453164604,San Francisco,CA,TRUE,0,2017,Jun,2018,Jul,371,1,14,1080,"1 Market St,San Francisco,CA,94105",37.79381995,-122.39481441121336
201805249985,additions alterations or repairs,"tenant improvement of existing ground level space to include non-structural partitions, doors, fixtures, finishes, electrical, mechanical, plumbing. change of use from mercantile to gymnasium yoga exercise use.reference to conditional use #2017-014466cua",2018-05-24,2018-09-11,2019-01-04,2021-08-26,520000,520000,retail sales,health studios & gym,constr_type_3,Castro/Upper Market,94114,1509300466204,San Francisco,CA,TRUE,0,2018,Sep,2019,Jan,115,1,110,1080,"100 Church St,San Francisco,CA,94114",37.769327,-122.42922
201106087639,otc alterations permit,"#83 new 4715 sf tenant improvement of existing gr floor retail space ina 2 story building for branch bank. work includes new interior atm. non structural partitions, ceilings, soffits, finishes, furniture, related hvac, elec, plumbing.",2011-06-08,2011-11-01,2012-09-12,2014-10-16,513935,513935,retail sales,lending institution,constr_type_2,South of Market,94103,1240271167586,San Francisco,CA,TRUE,0,2011,Nov,2012,Sep,316,1,146,1080,"555 9th St,San Francisco,CA,94103",37.7709988,-122.4077368
201504304994,otc alterations permit,"ti and change of use for new wine store on gr floor and basement. work includes new partitions, fixtures, millwork. no change to exterior. mep and fire protection under separate permit maher not req",2015-04-30,2015-10-15,2016-03-22,2018-09-29,512000,512000,food/beverage hndlng,retail sales,constr_type_1,Financial District/South Beach,94105,1379857164500,San Francisco,CA,TRUE,0,2015,Oct,2016,Mar,159,1,168,1080,"2 New Montgomery St,San Francisco,CA,94105",37.7881779,-122.4024347
201504012491,additions alterations or repairs,"side horizontal & 2 story vertical addition to transform (e) single family residence to 2 family residence. renovate (e) unit to expand down for master suite area. facade renovation, new shared entry space & new parking space.",2015-04-01,2015-12-22,2017-07-18,2018-12-06,510000,672000,1 family dwelling,2 family dwelling,wood_frame_5,Mission,94110,1376450173060,San Francisco,CA,TRUE,162000,2015,Dec,2017,Jul,574,2,265,1080,"1330 Hampshire St,San Francisco,CA,94110",37.75075100958072,-122.40719480439182
201111098610,otc alterations permit,"interior tenant improvement. change of use from laundromat to bank. non structural partitions, finishes, breakroom, restrooms, interior atms, hvac, elec, plumb.",2011-11-09,2011-12-12,2012-04-06,2014-11-26,506000,506000,retail sales,lending institution,wood_frame_5,Pacific Heights,94115,125499477910,San Francisco,CA,TRUE,0,2011,Dec,2012,Apr,116,1,33,1080,"2429 California St,San Francisco,CA,94115",37.7884762,-122.4343016842823
200503228144,additions alterations or repairs,build out empty tenant basement & street level for new book store.space previously was a restaurant-,2005-03-22,2005-06-09,2006-01-12,2007-06-09,500000,780000,food/beverage hndlng,retail sales,constr_type_3,Financial District/South Beach,94108,1010154348481,San Francisco,CA,TRUE,280000,2005,Jun,2006,Jan,217,1,79,730,"2 Stockton St,San Francisco,CA,94108",37.785884,-122.40616
200505172618,additions alterations or repairs,"interior remodel, 4th floor addition and back addition",2005-05-17,2006-06-16,2007-08-31,2008-06-16,500000,625000,2 family dwelling,apartments,wood_frame_5,Inner Richmond,94118,101584899788,San Francisco,CA,TRUE,125000,2006,Jun,2007,Aug,441,1,395,731,"321 7th Av,San Francisco,CA,94118",37.78243504081633,-122.46556332653061
200505172618,additions alterations or repairs,"interior remodel, 4th floor addition and back addition",2005-05-17,2006-06-16,2007-08-31,2008-06-16,500000,625000,2 family dwelling,apartments,wood_frame_5,Inner Richmond,94118,1015851438657,San Francisco,CA,TRUE,125000,2006,Jun,2007,Aug,441,1,395,731,"323 7th Av,San Francisco,CA,94118",37.78240224489796,-122.46556095918368
200508110111,additions alterations or repairs,"outpatient clinic for drug treatment & counseling.interior demolition,stairs,elevator,partitions,",2005-08-11,2006-05-09,2007-04-04,2008-05-09,500000,800000,office,clinics-medic/dental,constr_type_3,Tenderloin,94102,1025300300896,San Francisco,CA,TRUE,300000,2006,May,2007,Apr,330,1,271,731,"433 Turk St,San Francisco,CA,94102",37.782237,-122.41632304481597
200602235320,additions alterations or repairs,horizotal addition - expansion of (e) residence by means of a 12' rear yard projection (separate variance is filed). addition of 2 car garage & 2nd unit in basement. expansion of existing 2nd floor towards front & rear by 12' rear yard projection.,2006-02-23,2007-08-21,2009-05-11,2009-08-21,500000,600000,1 family dwelling,2 family dwelling,wood_frame_5,Pacific Heights,94115,104481187475,San Francisco,CA,TRUE,100000,2007,Aug,2009,May,629,2,544,731,"2949 Sacramento St,San Francisco,CA,94115",37.7886269,-122.44141178180834
